,area,rent amount (R$)
3654,91,13000
3655,75,1600
3656,300,6000
3657,74,4920
3658,90,1550
3659,154,8500
3660,280,8670
3661,150,4000
3662,20,1800
3663,110,2690
3664,247,2550
3665,220,15000
3666,70,3800
3667,98,1760
3668,300,15000
3669,80,4000
3670,57,1450
3671,75,1200
3672,70,2300
3673,80,1700
3674,372,9200
3675,120,4500
3676,71,750
3677,130,3500
3678,300,2800
3679,320,3400
3680,200,12000
3681,56,1600
3682,165,3730
3683,35,1290
3684,96,2200
3685,450,6500
3686,227,6900
3687,40,2600
3688,288,6000
3689,90,1300
3690,45,1290
3691,63,2800
3692,120,2200
3693,94,7150
3694,60,500
3695,106,4000
3696,167,2900
3697,69,2600
3698,300,3400
3699,50,2473
3700,40,850
3701,380,5800
3702,20,750
3703,50,950
3704,60,4500
3705,40,3470
3706,62,1730
3707,230,7200
3708,45,870
3709,60,730
3710,65,1039
3711,90,2710
3712,150,3400
3713,180,4330
3714,95,1650
3715,45,2200
3716,216,15000
3717,58,900
3718,42,3256
3719,40,750
3720,220,4930
3721,42,2690
3722,421,10000
3723,226,3000
3724,55,1400
3725,61,2200
3726,50,1000
3727,300,9600
3728,58,2550
3729,104,3900
3730,72,2500
3731,65,1100
3732,160,4900
3733,40,730
3734,23,2300
3735,35,900
3736,28,840
3737,20,1800
3738,68,1880
3739,70,1200
3740,127,3800
3741,138,5200
3742,53,550
3743,130,3000
3744,39,800
3745,60,980
3746,300,1400
3747,500,8500
3748,90,1600
3749,120,1790
3750,134,4900
3751,78,1300
3752,55,4300
3753,167,5500
3754,15,1200
3755,46,1050
3756,30,4000
3757,60,2198
3758,380,4200
3759,95,1400
3760,55,1850
3761,55,850
3762,30,1140
3763,58,4000
3764,480,6000
3765,97,2100
3766,33,1300
3767,192,8500
3768,114,3000
3769,70,4000
3770,240,7000
3771,110,1850
3772,950,13000
3773,55,3200
3774,166,2050
3775,117,4000
3776,115,1364
3777,55,940
3778,85,2800
3779,61,2270
3780,34,2600
3781,70,1500
3782,85,6000
3783,93,5500
3784,150,3600
3785,48,1740
3786,70,1200
3787,80,3000
3788,137,9800
3789,230,12000
3790,95,4300
3791,87,1950
3792,800,14000
3793,88,1400
3794,245,12000
3795,34,2800
3796,469,15000
3797,113,8000
3798,200,4000
3799,44,1700
3800,45,1440
3801,63,1850
3802,58,867
3803,55,2500
3804,320,8000
3805,57,1400
3806,240,6500
3807,127,3300
3808,18,1710
3809,35,500
3810,320,9000
3811,46,500
3812,130,6290
3813,37,1625
3814,136,2500
3815,81,1400
3816,38,1450
3817,198,2500
3818,220,2700
3819,125,4900
3820,450,15000
3821,145,3000
3822,70,1600
3823,140,8000
3824,100,1930
3825,39,1300
3826,98,3500
3827,367,8500
3828,61,4200
3829,66,2100
3830,235,8300
3831,110,3200
3832,84,2200
3833,165,3400
3834,90,1320
3835,48,1150
3836,60,950
3837,92,3300
3838,80,3000
3839,25,650
3840,220,5500
3841,74,1584
3842,98,2500
3843,69,1400
3844,90,2500
3845,105,3430
3846,400,12000
3847,110,2700
3848,245,14000
3849,60,3000
3850,40,800
3851,35,1400
3852,35,2595
3853,500,4000
3854,30,1650
3855,200,1800
3856,33,1464
3857,47,2200
3858,50,810
3859,54,2400
3860,60,2500
3861,36,2300
3862,205,5000
3863,625,15000
3864,60,900
3865,50,2480
3866,185,5500
3867,256,7000
3868,170,9500
3869,90,1500
3870,110,3500
3871,89,1897
3872,54,3600
3873,113,2990
3874,100,3000
3875,400,8160
3876,65,1600
3877,65,1980
3878,50,2000
3879,150,4800
3880,170,2350
3881,164,3500
3882,470,7900
3883,430,3378
3884,108,2800
3885,75,1300
3886,200,4050
3887,32,850
3888,40,2500
3889,360,12750
3890,55,3450
3891,30,2030
3892,59,1640
3893,120,3300
3894,78,2000
3895,95,6020
3896,180,5000
3897,91,4675
3898,70,1800
3899,315,5820
3900,56,2800
3901,480,13500
3902,400,15000
3903,83,1500
3904,47,2200
3905,90,1450
3906,131,2500
3907,700,13000
3908,180,3200
3909,60,1134
3910,50,1300
3911,200,2500
3912,80,3000
3913,54,1580
3914,150,6000
3915,129,2300
3916,200,8500
3917,65,1800
3918,210,8000
3919,115,2850
3920,350,5000
3921,55,1500
3922,46,4300
3923,160,3100
3924,230,6000
3925,180,10000
3926,440,15000
3927,90,3000
3928,45,500
3929,77,3000
3930,25,1000
3931,65,1380
3932,60,1085
3933,50,799
3934,103,1600
3935,35,2500
3936,121,1200
3937,307,9100
3938,150,6800
3939,98,2200
3940,16,850
3941,45,2800
3942,45,1300
3943,70,1200
3944,200,6500
3945,155,3800
3946,35,1020
3947,60,800
3948,35,874
3949,67,3500
3950,38,1380
3951,190,7700
3952,45,1300
3953,600,5000
3954,27,3700
3955,160,3500
3956,320,12000
3957,41,2680
3958,60,3900
3959,66,3500
3960,41,1700
3961,98,4150
3962,75,1283
3963,62,1700
3964,120,1300
3965,98,4000
3966,380,10500
3967,45,1800
3968,65,800
3969,88,3400
3970,250,3000
3971,108,4500
3972,160,3900
3973,70,1300
3974,320,10870
3975,68,1600
3976,130,4500
3977,600,15000
3978,127,2900
3979,200,2650
3980,90,2800
3981,135,2000
3982,70,3100
3983,46,3000
3984,20,2060
3985,350,8500
3986,45,1900
3987,223,765
3988,115,1550
3989,85,1450
3990,63,840
3991,69,1600
3992,48,900
3993,400,8000
3994,49,1250
3995,120,4500
3996,168,7300
3997,80,2700
3998,100,5990
3999,38,2863
4000,45,550
4001,123,4000
4002,200,2390
4003,73,1140
4004,80,7450
4005,185,11340
4006,100,9775
4007,240,4350
4008,405,14000
4009,130,3280
4010,129,1925
4011,130,2700
4012,73,2500
4013,50,1200
4014,90,1859
4015,25,1050
4016,556,7000
4017,23,950
4018,110,3500
4019,350,15000
4020,300,4100
4021,20,2050
4022,31,460
4023,250,4350
4024,200,4300
4025,500,5000
4026,105,5660
4027,320,14000
4028,236,3500
4029,50,3100
4030,65,1130
4031,502,6500
4032,160,6700
4033,90,1950
4034,44,1200
4035,200,8000
4036,150,1700
4037,578,9500
4038,85,3560
4039,67,1000
4040,900,5570
4041,182,3400
4042,54,800
4043,33,1650
4044,236,15000
4045,33,1630
4046,25,1800
4047,400,7000
4048,130,4200
4049,240,15000
4050,190,7700
4051,42,2100
4052,112,3580
4053,108,3100
4054,50,1100
4055,60,1040
4056,60,1480
4057,462,10000
4058,70,4500
4059,72,2300
4060,320,8700
4061,140,1600
4062,60,1300
4063,114,6000
4064,40,2000
4065,76,5015
4066,170,2800
4067,156,2700
4068,65,1000
4069,67,840
4070,110,2300
4071,300,8800
4072,47,2200
4073,35,1300
4074,46,1400
4075,60,2500
4076,170,5000
4077,30,1600
4078,84,2750
4079,720,12000
4080,83,1300
4081,250,6500
4082,325,5800
4083,98,2800
4084,95,2400
4085,380,1500
4086,70,1600
4087,86,2500
4088,367,4500
4089,495,15000
4090,320,15000
4091,197,10000
4092,140,2100
4093,105,1960
4094,200,2953
4095,88,1960
4096,96,3700
4097,192,8500
4098,110,3800
4099,43,2500
4100,48,1650
4101,65,1300
4102,400,13950
4103,160,1600
4104,60,1000
4105,110,2200
4106,56,1000
4107,140,7500
4108,150,2500
4109,208,3800
4110,32,1250
4111,50,500
4112,300,6000
4113,32,3250
4114,900,1000
4115,40,850
4116,301,5860
4117,299,5600
4118,131,2400
4119,78,1000
4120,45,928
4121,250,2960
4122,40,650
4123,40,2200
4124,244,15000
4125,190,2500
4126,80,1800
4127,56,4600
4128,53,1100
4129,243,10000
4130,62,1268
4131,110,1450
4132,176,5000
4133,150,4500
4134,190,7000
4135,62,2383
4136,78,1520
4137,330,7100
4138,284,7950
4139,999,10800
4140,55,1100
4141,50,1520
4142,109,1950
4143,420,13000
4144,40,500
4145,140,2800
4146,400,8695
4147,28,3076
4148,74,1650
4149,41,1100
4150,76,2290
4151,233,1600
4152,30,1250
4153,530,5950
4154,94,2200
4155,160,4500
4156,84,3860
4157,120,4610
4158,180,4000
4159,51,3700
4160,65,1250
4161,206,3910
4162,75,1740
4163,125,6500
4164,75,1600
4165,96,3550
4166,80,1500
4167,45,1100
4168,68,1310
4169,50,2750
4170,200,15000
4171,100,7950
4172,107,4950
4173,60,2244
4174,180,3800
4175,85,2500
4176,20,3142
4177,260,9700
4178,152,4100
4179,25,1336
4180,80,1900
4181,79,3200
4182,70,3440
4183,92,2490
4184,68,1650
4185,158,5500
4186,45,3300
4187,284,4500
4188,500,15000
4189,151,4000
4190,65,1066
4191,70,2000
4192,115,7000
4193,155,5500
4194,35,1600
4195,71,1150
4196,48,1865
4197,202,7900
4198,18,830
4199,76,1100
4200,25,2070
4201,68,2800
4202,44,1000
4203,320,4800
4204,180,4000
4205,250,6000
4206,60,3000
4207,180,5048
4208,60,3300
4209,50,1290
4210,35,1100
4211,270,14000
4212,479,9500
4213,50,5400
4214,80,3000
4215,110,1980
4216,310,3000
4217,500,15000
4218,256,5600
4219,52,1300
4220,44,1200
4221,100,3000
4222,500,7000
4223,50,2180
4224,402,15000
4225,45,3900
4226,40,830
4227,35,1270
4228,75,2500
4229,190,11000
4230,193,1800
4231,90,2180
4232,215,3980
4233,65,1700
4234,93,3180
4235,50,1170
4236,170,5550
4237,380,4000
4238,150,2560
4239,45,1820
4240,80,2800
4241,35,1200
4242,22,700
4243,107,3300
4244,125,1570
4245,80,2000
4246,24,2150
4247,87,1300
4248,400,14000
4249,55,1100
4250,48,1700
4251,129,2250
4252,200,2370
4253,240,4760
4254,140,8000
4255,30,850
4256,28,930
4257,43,1700
4258,184,2550
4259,120,4800
4260,170,2750
4261,77,2050
4262,50,1300
4263,42,1500
4264,250,1500
4265,33,1600
4266,106,2250
4267,480,13200
4268,74,6290
4269,230,6000
4270,62,1200
4271,103,2150
4272,90,1590
4273,15,1670
4274,137,5500
4275,50,600
4276,76,1700
4277,168,3500
4278,148,4348
4279,220,4600
4280,120,2039
4281,136,3800
4282,50,860
4283,78,1200
4284,42,2350
4285,45,1400
4286,170,6000
4287,310,3500
4288,170,3468
4289,68,1200
4290,380,15000
4291,62,1590
4292,30,1560
4293,50,800
4294,20,500
4295,63,1920
4296,60,2000
4297,86,3000
4298,100,2900
4299,70,2850
4300,42,3300
4301,90,3000
4302,45,5520
4303,73,1957
4304,209,3500
4305,200,2000
4306,94,2700
4307,115,1847
4308,200,3000
4309,147,2666
4310,60,2000
4311,200,6000
4312,150,1500
4313,135,3300
4314,78,2300
4315,124,4000
4316,102,3000
4317,200,3200
4318,150,3000
4319,40,1780
4320,240,5000
4321,102,3500
4322,149,5400
4323,300,7182
4324,75,4200
4325,48,1723
4326,58,1232
4327,59,700
4328,136,3800
4329,35,3200
4330,103,4400
4331,129,3400
4332,175,3500
4333,96,3400
4334,60,1900
4335,38,1375
4336,211,2500
4337,72,1000
4338,440,9800
4339,70,2000
4340,70,1300
4341,53,1500
4342,161,4800
4343,180,3100
4344,260,4500
4345,60,1150
4346,120,9000
4347,36,630
4348,278,12000
4349,113,3000
4350,30,3300
4351,300,4000
4352,48,820
4353,524,11050
4354,94,2200
4355,320,15000
4356,51,2500
4357,78,7250
4358,40,1080
4359,360,8000
4360,47,2630
4361,45,1650
4362,30,550
4363,235,5950
4364,142,5440
4365,75,3400
4366,117,3700
4367,280,3500
4368,380,10000
4369,133,14000
4370,83,1400
4371,93,3450
4372,178,4250
4373,53,1250
4374,165,2700
4375,50,1900
4376,100,3200
4377,70,2400
4378,250,4000
4379,55,700
4380,294,3600
4381,56,800
4382,220,8000
4383,44,1000
4384,15,1100
4385,80,2200
4386,70,2000
4387,368,7500
4388,35,1660
4389,292,5000
4390,470,11000
4391,68,1700
4392,83,1900
4393,70,4700
4394,300,13000
4395,62,2792
4396,75,2900
4397,75,2470
4398,72,1830
4399,160,5000
4400,150,3400
4401,224,9350
4402,540,14000
4403,50,1600
4404,80,1400
4405,190,4850
4406,160,2900
4407,92,1800
4408,30,1550
4409,268,2700
4410,40,1300
4411,186,1500
4412,100,4800
4413,120,4009
4414,160,14000
4415,224,3800
4416,33,2000
4417,360,10000
4418,444,4500
4419,93,2200
4420,49,1300
4421,90,1300
4422,96,3298
4423,98,1600
4424,240,6000
4425,45,850
4426,50,800
4427,160,4500
4428,67,1230
4429,205,3990
4430,25,600
4431,167,2800
4432,50,900
4433,104,4150
4434,40,650
4435,135,2200
4436,210,2780
4437,70,1300
4438,200,3200
4439,300,2500
4440,155,8600
4441,281,10000
4442,23,2050
4443,80,7200
4444,99,1088
4445,239,7000
4446,356,9000
4447,350,10580
4448,270,12000
4449,200,3800
4450,124,3670
4451,202,10250
4452,40,3000
4453,230,2550
4454,45,595
4455,23,2300
4456,340,4000
4457,342,6000
4458,93,5500
4459,174,10400
4460,95,2000
4461,104,3100
4462,65,2500
4463,90,2200
4464,104,2500
4465,78,2700
4466,140,3200
4467,50,1900
4468,270,10900
4469,131,790
4470,69,1500
4471,630,12300
4472,140,5100
4473,255,5000
4474,187,5430
4475,120,1020
4476,50,1000
4477,190,6300
4478,16,980
4479,92,6860
4480,56,1900
4481,58,1400
4482,45,1620
4483,70,850
4484,125,2100
4485,79,1250
4486,62,1900
4487,55,1200
4488,84,1500
4489,58,2200
4490,80,1400
4491,196,12500
4492,326,6500
4493,54,900
4494,62,900
4495,72,1350
4496,156,7500
4497,250,6500
4498,45,2450
4499,200,5000
4500,131,2750
4501,55,2860
4502,118,8500
4503,300,4500
4504,45,2500
4505,372,5500
4506,55,1600
4507,55,1397
4508,46,1230
4509,24,1310
4510,52,1450
4511,180,5500
4512,97,1950
4513,200,3500
4514,67,5000
4515,101,1600
4516,240,4600
4517,250,2472
4518,94,1000
4519,50,2000
4520,74,2500
4521,105,1400
4522,38,1600
4523,50,1150
4524,54,2538
4525,38,1290
4526,115,1948
4527,70,1100
4528,102,5800
4529,42,790
4530,70,1000
4531,52,1200
4532,800,12000
4533,40,1780
4534,74,3000
4535,110,4200
4536,56,800
4537,46,1300
4538,125,2000
4539,224,8500
4540,58,4800
4541,400,4335
4542,58,1600
4543,52,3300
4544,82,800
4545,180,4550
4546,58,1383
4547,600,15000
4548,59,1250
4549,280,7000
4550,275,3200
4551,58,2100
4552,170,9000
4553,16,850
4554,192,4500
4555,196,5500
4556,45,4000
4557,40,1100
4558,289,15000
4559,73,1500
4560,65,1900
4561,25,1178
4562,68,6000
4563,512,3500
4564,100,3310
4565,41,2800
4566,80,2720
4567,53,1680
4568,52,1375
4569,130,2200
4570,87,3500
4571,55,950
4572,68,1300
4573,230,6500
4574,75,1510
4575,50,1000
4576,465,6500
4577,346,3800
4578,113,3804
4579,75,4300
4580,125,3250
4581,35,1230
4582,34,4600
4583,200,4800
4584,215,3400
4585,92,3100
4586,70,1250
4587,61,1220
4588,37,1100
4589,30,2600
4590,65,850
4591,40,1630
4592,52,750
4593,39,2200
4594,350,9240
4595,70,2900
4596,140,2330
4597,70,999
4598,60,2200
4599,100,3900
4600,53,1560
4601,170,5950
4602,270,2350
4603,68,4900
4604,58,1450
4605,73,1600
4606,20,1800
4607,60,950
4608,65,3200
4609,32,1300
4610,80,1700
4611,50,650
4612,65,2800
4613,129,6800
4614,145,4300
4615,48,736
4616,38,2000
4617,520,15000
4618,184,1200
4619,130,4000
4620,26,1500
4621,350,8000
4622,38,1300
4623,194,3310
4624,160,12650
4625,32,1500
4626,175,2146
4627,26,1700
4628,66,1050
4629,83,3300
4630,50,2800
4631,400,4780
4632,30,3300
4633,92,2000
4634,156,2200
4635,150,1980
4636,25,550
4637,60,1450
4638,40,2300
4639,180,2000
4640,230,4500
4641,70,1850
4642,70,1500
4643,380,5500
4644,80,3670
4645,66,2270
4646,86,2500
4647,80,1739
4648,84,1600
4649,262,5525
4650,90,1430
4651,160,4500
4652,58,2100
4653,165,6000
4654,48,1490
4655,112,3300
4656,110,3500
4657,72,5300
4658,65,1800
4659,150,780
4660,65,1900
4661,90,1550
4662,66,1600
4663,117,9000
4664,80,2870
4665,64,900
4666,64,1750
4667,55,1650
4668,70,1350
4669,74,3200
4670,126,4000
4671,480,15000
4672,97,1300
4673,76,2200
4674,102,1500
4675,200,5700
4676,38,1900
4677,400,6000
4678,200,3000
4679,80,1500
4680,80,5500
4681,200,14500
4682,36,1650
4683,151,3950
4684,49,2400
4685,51,1700
4686,80,2700
4687,55,870
4688,110,2700
4689,30,860
4690,60,1100
4691,830,2001
4692,140,5000
4693,70,1150
4694,140,7000
4695,90,6000
4696,85,2300
4697,150,4000
4698,70,950
4699,205,8500
4700,167,5140
4701,47,2200
4702,63,2000
4703,18,1040
4704,187,3100
4705,79,2200
4706,44,769
4707,90,2100
4708,220,6000
4709,100,900
4710,120,4440
4711,180,4500
4712,253,3000
4713,50,900
4714,120,1800
4715,220,8000
4716,140,2200
4717,180,7500
4718,170,4500
4719,250,15000
4720,70,2200
4721,60,1000
4722,380,9800
4723,32,2150
4724,116,3400
4725,19,500
4726,140,2000
4727,500,12000
4728,80,950
4729,64,1700
4730,20,2060
4731,237,4990
4732,190,6000
4733,28,1600
4734,46,1100
4735,120,2000
4736,76,2000
4737,142,8500
4738,296,13500
4739,365,13000
4740,125,4500
4741,55,1550
4742,400,3999
4743,50,1190
4744,36,2680
4745,48,2500
4746,38,850
4747,94,4800
4748,49,1890
4749,60,1300
4750,70,2004
4751,75,1539
4752,54,3949
4753,50,3398
4754,81,5500
4755,750,15000
4756,20,1800
4757,100,12960
4758,49,1200
4759,20,1000
4760,80,600
4761,156,2200
4762,287,4477
4763,130,5200
4764,302,8973
4765,35,1740
4766,90,1990
4767,81,3910
4768,40,1417
4769,60,1841
4770,25,2928
4771,700,15000
4772,237,5500
4773,162,5000
4774,190,8311
4775,46,1950
4776,172,8000
4777,236,5000
4778,100,1600
4779,80,1000
4780,335,6200
4781,190,4100
4782,207,4240
4783,72,2000
4784,102,4000
4785,50,880
4786,150,5900
4787,220,3500
4788,150,13000
4789,110,2100
4790,300,9000
4791,29,1380
4792,40,2300
4793,500,13500
4794,45,2300
4795,75,1800
4796,80,3200
4797,65,850
4798,400,6141
4799,49,8000
4800,70,2100
4801,130,6100
4802,146,6000
4803,64,2000
4804,63,3300
4805,46,850
4806,90,1199
4807,573,14000
4808,38,1680
4809,70,1500
4810,23,950
4811,84,2000
4812,40,2500
4813,1600,6900
4814,200,2300
4815,100,3000
4816,69,1500
4817,92,2800
4818,120,4500
4819,90,2500
4820,53,3250
4821,300,3700
4822,65,3200
4823,269,4900
4824,130,2500
4825,248,5500
4826,45,1300
4827,130,3800
4828,75,1100
4829,250,4500
4830,35,2370
4831,130,2700
4832,30,1700
4833,200,6800
4834,40,900
4835,113,4000
4836,100,5500
4837,52,1150
4838,34,2200
4839,73,1250
4840,210,5200
4841,219,3800
4842,70,1600
4843,65,2500
4844,52,2585
4845,80,1000
4846,74,1768
4847,35,2500
4848,70,1450
4849,193,4000
4850,50,700
4851,55,850
4852,44,770
4853,68,1700
4854,300,2300
4855,70,800
4856,300,8500
4857,203,6400
4858,45,1650
4859,240,7000
4860,100,2600
4861,137,2800
4862,61,2000
4863,60,1500
4864,13,2200
4865,98,9000
4866,138,9800
4867,80,4500
4868,30,525
4869,63,2000
4870,95,4500
4871,54,1100
4872,35,2100
4873,44,1163
4874,140,6500
4875,70,1700
4876,162,2800
4877,420,11050
4878,147,2975
4879,80,2800
4880,89,3900
4881,163,2550
4882,42,2100
4883,330,12500
4884,70,1200
4885,104,2500
4886,43,1400
4887,67,1300
4888,450,9900
4889,28,1580
4890,46,5000
4891,34,3800
4892,33,2500
4893,70,1200
4894,90,2400
4895,75,2000
4896,150,8000
4897,300,3500
4898,70,1900
4899,320,5800
4900,800,4275
4901,400,12000
4902,288,3325
4903,90,1200
4904,209,3900
4905,55,2100
4906,280,4000
4907,190,8000
4908,20,1800
4909,294,2400
4910,40,780
4911,60,2230
4912,400,3390
4913,350,9000
4914,68,900
4915,40,960
4916,220,5800
4917,200,7000
4918,65,1100
4919,225,4400
4920,55,3200
4921,100,2800
4922,116,2400
4923,59,5000
4924,380,15000
4925,175,13000
4926,37,2800
4927,34,1750
4928,58,1050
4929,72,1600
4930,135,3800
4931,164,5000
4932,190,6800
4933,110,2530
4934,80,5500
4935,90,1500
4936,54,900
4937,100,3800
4938,37,650
4939,51,2100
4940,62,1100
4941,70,3950
4942,63,1110
4943,127,6156
4944,230,10000
4945,102,1500
4946,65,1679
4947,67,1500
4948,56,700
4949,172,7000
4950,60,540
4951,80,4500
4952,156,935
4953,70,1200
4954,125,5500
4955,90,2600
4956,50,1100
4957,260,5500
4958,249,4300
4959,179,14500
4960,16,2200
4961,350,9000
4962,28,2285
4963,102,1900
4964,31,2614
4965,480,10000
4966,290,1000
4967,35,2200
4968,24,1420
4969,70,1360
4970,55,1500
4971,120,3000
4972,160,3370
4973,47,600
4974,95,1600
4975,300,7500
4976,210,3300
4977,45,2000
4978,87,1220
4979,250,6000
4980,82,1500
4981,93,2300
4982,142,6000
4983,74,1040
4984,36,1290
4985,33,3999
4986,80,1000
4987,90,1350
4988,195,9200
4989,186,2200
4990,275,6800
4991,230,7500
4992,42,2700
4993,388,15000
4994,94,2433
4995,260,6000
4996,65,1100
4997,76,1280
4998,131,6000
4999,225,10500
5000,71,970
5001,201,5300
5002,570,14000
5003,53,1275
5004,240,3500
5005,50,2700
5006,68,1800
5007,54,5000
5008,178,2500
5009,50,1100
5010,212,2983
5011,380,4900
5012,138,7000
5013,180,4200
5014,43,800
5015,48,2800
5016,180,7600
5017,70,2500
5018,155,2300
5019,262,15000
5020,25,2100
5021,50,2500
5022,108,5000
5023,170,4500
5024,60,1000
5025,78,2400
5026,170,5000
5027,20,600
5028,500,4000
5029,248,14000
5030,145,5500
5031,50,7800
5032,44,1350
5033,200,4500
5034,58,999
5035,280,15000
5036,52,3000
5037,271,8000
5038,223,5500
5039,263,12500
5040,157,3500
5041,323,4800
5042,80,2188
5043,70,6000
5044,74,1000
5045,66,1100
5046,80,1275
5047,100,3000
5048,218,5500
5049,73,1200
5050,230,13000
5051,80,12000
5052,180,4200
5053,85,2500
5054,37,900
5055,65,985
5056,440,8000
5057,57,1530
5058,74,1715
5059,180,1800
5060,198,6000
5061,170,5000
5062,240,8500
5063,59,1990
5064,525,8330
5065,226,3000
5066,60,1950
5067,43,1570
5068,158,6600
5069,42,1400
5070,50,1250
5071,66,550
5072,39,4200
5073,64,3700
5074,70,1500
5075,30,1930
5076,135,3810
5077,170,6500
5078,120,7500
5079,92,1200
5080,183,9300
5081,210,8667
5082,30,900
5083,119,5500
5084,298,4100
5085,260,2600
5086,201,7300
5087,200,4000
5088,60,3800
5089,70,2000
5090,135,7500
5091,336,6350
5092,300,3200
5093,600,8000
5094,60,2700
5095,254,7000
5096,210,11900
5097,178,10000
5098,45,1000
5099,70,750
5100,181,2600
5101,72,1700
5102,60,5550
5103,55,1800
5104,94,13000
5105,210,14080
5106,37,4000
5107,41,1200
5108,240,11000
5109,70,1105
5110,55,800
5111,150,1500
5112,55,1330
5113,390,7500
5114,73,1777
5115,57,2600
5116,93,1500
5117,88,2500
5118,330,15000
5119,130,2350
5120,170,10000
5121,220,5500
5122,59,1600
5123,500,10800
5124,70,1500
5125,55,1250
5126,35,1080
5127,33,3200
5128,80,1200
5129,2000,4956
5130,60,3250
5131,48,950
5132,53,650
5133,96,2800
5134,25,1750
5135,23,2300
5136,83,6000
5137,25,700
5138,45,1800
5139,70,1800
5140,80,1200
5141,78,2522
5142,45,1100
5143,43,680
5144,250,2800
5145,350,15000
5146,190,3200
5147,117,2700
5148,75,580
5149,113,4900
5150,46,650
5151,100,3500
5152,35,500
5153,300,8550
5154,57,1000
5155,35,1600
5156,110,2750
5157,106,3980
5158,120,3500
5159,40,2000
5160,97,2080
5161,160,2800
5162,80,6000
5163,297,11700
5164,400,6500
5165,90,1500
5166,93,2990
5167,37,2700
5168,300,6500
5169,217,1900
5170,77,6200
5171,150,7500
5172,60,1654
5173,140,2900
5174,96,2000
5175,55,5600
5176,170,4200
5177,70,1400
5178,400,8330
5179,209,7300
5180,91,5500
5181,328,6000
5182,92,1600
5183,50,1650
5184,85,2800
5185,72,3000
5186,140,3900
5187,70,1500
5188,130,3500
5189,387,6647
5190,126,3600
5191,104,3800
5192,550,14000
5193,51,1950
5194,140,3400
5195,90,3000
5196,70,1750
5197,140,4000
5198,20,1250
5199,365,8500
5200,200,12750
5201,40,850
5202,66,5000
5203,161,7000
5204,75,2350
5205,110,1900
5206,82,600
5207,23,1800
5208,65,1740
5209,40,816
5210,129,3310
5211,114,2800
5212,200,3000
5213,101,4200
5214,50,950
5215,400,8000
5216,71,2559
5217,72,900
5218,250,8000
5219,50,1000
5220,180,2200
5221,31,586
5222,86,1650
5223,200,4000
5224,130,5500
5225,38,1800
5226,20,1950
5227,140,3200
5228,40,930
5229,65,3800
5230,300,8500
5231,30,650
5232,41,1760
5233,98,1400
5234,50,702
5235,68,3900
5236,193,6500
5237,32,1880
5238,36,1300
5239,167,1500
5240,25,2006
5241,55,1330
5242,50,1500
5243,125,6500
5244,85,3400
5245,170,2700
5246,300,8000
5247,23,2800
5248,160,7000
5249,210,7200
5250,120,4200
5251,406,15000
5252,63,1750
5253,127,3500
5254,90,5000
5255,373,11500
5256,60,1300
5257,650,10000
5258,250,5500
5259,318,4500
5260,22,976
5261,64,2700
5262,172,5500
5263,108,2200
5264,31,2700
5265,90,1800
5266,81,2650
5267,80,1900
5268,243,8000
5269,67,6600
5270,160,3000
5271,67,1200
5272,90,1500
5273,186,5600
5274,15,700
5275,62,1390
5276,215,5700
5277,28,1764
5278,240,15000
5279,70,2980
5280,145,7630
5281,47,2200
5282,62,2500
5283,270,8000
5284,266,4320
5285,109,11500
5286,24,2020
5287,80,2500
5288,500,14000
5289,150,4800
5290,110,1346
5291,110,11500
5292,77,3500
5293,850,4000
5294,58,1200
5295,145,6600
5296,42,1200
5297,62,1150
5298,65,1500
5299,33,3000
5300,140,3900
5301,326,3900
5302,70,2500
5303,25,1112
5304,67,2372
5305,50,550
5306,215,6000
5307,55,750
5308,264,6770
5309,270,7500
5310,40,4860
5311,90,1800
5312,50,950
5313,68,6600
5314,41,2470
5315,420,8200
5316,150,2500
5317,220,7800
5318,113,3000
5319,268,6000
5320,74,1090
5321,53,2400
5322,64,1200
5323,45,2550
5324,120,1850
5325,167,5500
5326,250,2700
5327,28,1100
5328,135,8000
5329,42,1250
5330,156,3500
5331,300,1990
5332,150,3500
5333,54,1927
5334,38,1650
5335,474,15000
5336,450,12000
5337,343,7000
5338,180,3000
5339,100,2000
5340,102,2500
5341,470,6580
5342,140,2820
5343,380,2890
5344,140,3000
5345,520,7000
5346,130,7450
5347,49,2985
5348,28,1099
5349,58,870
5350,32,2150
5351,48,2000
5352,30,1830
5353,26,2650
5354,65,1285
5355,98,2290
5356,234,5000
5357,59,1190
5358,97,6500
5359,65,1100
5360,42,2300
5361,94,3300
5362,147,4700
5363,73,2520
5364,40,2200
5365,350,3080
5366,384,11400
5367,48,7000
5368,96,2500
5369,55,1125
5370,330,6994
5371,49,900
5372,170,3500
5373,243,4619
5374,216,8980
5375,60,800
5376,200,2500
5377,48,700
5378,130,2200
5379,55,1080
5380,200,5628
5381,101,2200
5382,20,1650
5383,97,2500
5384,83,4800
5385,47,610
5386,110,4348
5387,140,3100
5388,242,7000
5389,35,1300
5390,100,4700
5391,134,3500
5392,50,1000
5393,67,1200
5394,150,4000
5395,174,13500
5396,120,2800
5397,90,1700
5398,16,850
5399,110,1200
5400,277,13000
5401,79,1405
5402,180,3260
5403,300,7650
5404,270,3270
5405,25,790
5406,78,3850
5407,82,2450
5408,55,1100
5409,420,10000
5410,115,3500
5411,45,1000
5412,47,1420
5413,250,2500
5414,95,5000
5415,54,700
5416,200,12000
5417,380,10900
5418,60,4000
5419,300,6000
5420,75,1100
